timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2026-04-12T00:00:00.000Z";"2026-04-12T23:59:59.999Z";"2026-04-12T01:04:00.000Z";"2026-04-12T22:31:00.000Z";"2798";108456819.53548306;108602279.42498413;104743270.24071059;104940219.60325848;44363020044813.84;2102467394547864.8;20014990;"2026-04-12T23:59:59.999Z"
"2026-04-11T00:00:00.000Z";"2026-04-11T23:59:59.999Z";"2026-04-11T19:06:00.000Z";"2026-04-11T13:12:00.000Z";"2798";108351248.50267926;109537858.00004052;107739627.89287375;108454177.1519142;34575466814932.01;2170973898205947.2;20014525;"2026-04-11T23:59:59.999Z"
"2026-04-10T00:00:00.000Z";"2026-04-10T23:59:59.999Z";"2026-04-10T20:32:00.000Z";"2026-04-10T08:05:00.000Z";"2798";105815320.42253563;109034759.67243731;105815320.42253563;108355594.03433664;55613566546366.73;2153260082971023.2;20014121;"2026-04-10T23:59:59.999Z"
"2026-04-09T00:00:00.000Z";"2026-04-09T23:59:59.999Z";"2026-04-09T22:18:00.000Z";"2026-04-09T01:10:00.000Z";"2798";105158933.817894;107773551.0983027;104413132.07986136;105804092.40159157;57369092555007.66;2123968902222979;20013721;"2026-04-09T23:59:59.999Z"
"2026-04-08T00:00:00.000Z";"2026-04-08T23:59:59.999Z";"2026-04-08T13:19:00.000Z";"2026-04-08T14:57:00.000Z";"2798";107935030.81742284;107935030.81742284;104541106.42405924;105163055.37405166;63672732248657.25;2135226877889403.2;20013271;"2026-04-08T23:59:59.999Z"
"2026-04-07T00:00:00.000Z";"2026-04-07T23:59:59.999Z";"2026-04-07T23:31:00.000Z";"2026-04-07T15:08:00.000Z";"2798";103898470.47582246;109110351.86047226;101890625.98358503;107922632.09284379;67370924247628.26;2172631547263941.2;20012821;"2026-04-07T23:59:59.999Z"
"2026-04-06T00:00:00.000Z";"2026-04-06T23:59:59.999Z";"2026-04-06T16:49:00.000Z";"2026-04-06T23:08:00.000Z";"2798";104181972.64873758;106121613.98479393;103125491.06685476;103899149.05669561;59718824229863.31;2081195883830129;20012384;"2026-04-06T23:59:59.999Z"
"2026-04-05T00:00:00.000Z";"2026-04-05T23:59:59.999Z";"2026-04-05T23:38:00.000Z";"2026-04-05T06:18:00.000Z";"2798";101694491.9783502;104340160.89254221;100597379.68466556;104180443.24558525;34717645035075.35;2086271701580837.2;20011984;"2026-04-05T23:59:59.999Z"
"2026-04-04T00:00:00.000Z";"2026-04-04T23:59:59.999Z";"2026-04-04T19:16:00.000Z";"2026-04-04T04:18:00.000Z";"2798";101161700.73961064;102032745.37516952;100837201.75709039;101693468.45750219;23997017901157.395;2035058309279837.8;20011490;"2026-04-04T23:59:59.999Z"
"2026-04-03T00:00:00.000Z";"2026-04-03T23:59:59.999Z";"2026-04-03T12:31:00.000Z";"2026-04-03T02:43:00.000Z";"2798";101017171.8870177;101354613.10045046;100099912.62753633;101150293.0485339;34456506117544.953;2022966586463552;20011118;"2026-04-03T23:59:59.999Z"
"2026-04-02T00:00:00.000Z";"2026-04-02T23:59:59.999Z";"2026-04-02T00:59:00.000Z";"2026-04-02T13:36:00.000Z";"2798";103007952.37863237;103513038.18654183;99740432.8633357;101016506.98478436;59499797937504.21;2025263092882290.2;20010690;"2026-04-02T23:59:59.999Z"
"2026-04-01T00:00:00.000Z";"2026-04-01T23:59:59.999Z";"2026-04-01T07:11:00.000Z";"2026-04-01T02:36:00.000Z";"2798";102644483.70381078;103829938.61968684;101877007.15649027;103008940.01071166;54855824876085.35;2049276889357394.5;20010256;"2026-04-01T23:59:59.999Z"
"2026-03-31T00:00:00.000Z";"2026-03-31T23:59:59.999Z";"2026-03-31T17:16:00.000Z";"2026-03-31T09:58:00.000Z";"2798";101184358.61936724;103347559.78879619;100831000.38876656;102645122.89317612;65233087459985.055;2071372196179490.8;20009746;"2026-03-31T23:59:59.999Z"
"2026-03-30T00:00:00.000Z";"2026-03-30T23:59:59.999Z";"2026-03-30T13:23:00.000Z";"2026-03-30T00:18:00.000Z";"2798";99466620.53386638;103267356.69006486;99462202.89577316;101179588.19618192;56844868149154.27;2012474220849731.8;20009312;"2026-03-30T23:59:59.999Z"
"2026-03-29T00:00:00.000Z";"2026-03-29T23:59:59.999Z";"2026-03-29T03:17:00.000Z";"2026-03-29T22:51:00.000Z";"2798";100037376.50379811;101115855.00554536;97982382.68334794;99461447.6147389;32650906048702.824;1990733149819871.5;20008912;"2026-03-29T23:59:59.999Z"
"2026-03-28T00:00:00.000Z";"2026-03-28T23:59:59.999Z";"2026-03-28T15:25:00.000Z";"2026-03-28T02:31:00.000Z";"2798";100038458.7848256;101387149.91965102;99387372.52266973;100037385.02693468;31554724250670.055;2001046289957833.5;20008443;"2026-03-28T23:59:59.999Z"
"2026-03-27T00:00:00.000Z";"2026-03-27T23:59:59.999Z";"2026-03-27T02:12:00.000Z";"2026-03-27T18:25:00.000Z";"2798";103830422.37978064;104012297.2721027;99275966.29484338;100038263.81916584;70160460096188.37;2003145165761176;20005653;"2026-03-27T23:59:59.999Z"
"2026-03-26T00:00:00.000Z";"2026-03-26T23:59:59.999Z";"2026-03-26T00:50:00.000Z";"2026-03-26T18:28:00.000Z";"2798";107112786.18603538;107579798.99666537;102766712.55170459;103831611.31441131;58523756808034.87;2066887413769636.2;20003043;"2026-03-26T23:59:59.999Z"
"2026-03-25T00:00:00.000Z";"2026-03-25T23:59:59.999Z";"2026-03-25T11:36:00.000Z";"2026-03-25T03:17:00.000Z";"2798";105667945.08555536;107792179.26241918;105457656.7760172;107112431.80035149;53058386051723.42;2137360973243100;20003043;"2026-03-25T23:59:59.999Z"
"2026-03-24T00:00:00.000Z";"2026-03-24T23:59:59.999Z";"2026-03-24T08:00:00.000Z";"2026-03-24T17:46:00.000Z";"2798";105408851.0493462;106512653.58174944;103770500.34684873;105664665.92641938;59728225785698.76;2096823593399292;20003043;"2026-03-24T23:59:59.999Z"
"2026-03-23T00:00:00.000Z";"2026-03-23T23:59:59.999Z";"2026-03-23T14:11:00.000Z";"2026-03-23T00:42:00.000Z";"2798";102114320.21545662;106654235.7015022;101839282.67888339;105412107.24202903;77528603183049.23;2135018044094996.8;20003043;"2026-03-23T23:59:59.999Z"
"2026-03-22T00:00:00.000Z";"2026-03-22T23:59:59.999Z";"2026-03-22T03:37:00.000Z";"2026-03-22T21:21:00.000Z";"2798";103471169.45666791;104712038.47049679;101406711.96817729;102122832.92271371;45321951015865.05;2042805587637516.8;20003043;"2026-03-22T23:59:59.999Z"
"2026-03-21T00:00:00.000Z";"2026-03-21T23:59:59.999Z";"2026-03-21T14:13:00.000Z";"2026-03-21T23:59:00.000Z";"2798";106158178.35274069;106954187.88948295;103268655.49944732;103432148.96907538;31776122749794.047;2069738251902021.2;20003043;"2026-03-21T23:59:59.999Z"
"2026-03-20T00:00:00.000Z";"2026-03-20T23:59:59.999Z";"2026-03-20T08:13:00.000Z";"2026-03-20T17:38:00.000Z";"2798";104226902.58942993;106754351.51305734;104226902.58942993;106158350.85113801;57097798052480.21;2103074298498657.5;20003043;"2026-03-20T23:59:59.999Z"
"2026-03-19T00:00:00.000Z";"2026-03-19T23:59:59.999Z";"2026-03-19T03:20:00.000Z";"2026-03-19T15:47:00.000Z";"2798";107356509.5563874;107356509.5563874;103031524.52108686;104227832.02301034;67248439140782.26;2107105289067137.5;20003043;"2026-03-19T23:59:59.999Z"
"2026-03-18T00:00:00.000Z";"2026-03-18T23:59:59.999Z";"2026-03-18T03:37:00.000Z";"2026-03-18T20:12:00.000Z";"2798";109931146.48317371;111000273.84253676;106071033.30341832;107349318.35846543;68734442382941.97;2119058214301548.5;20003043;"2026-03-18T23:59:59.999Z"
"2026-03-17T00:00:00.000Z";"2026-03-17T23:59:59.999Z";"2026-03-17T01:36:00.000Z";"2026-03-17T13:53:00.000Z";"2798";111565081.0424598;113464522.87917048;109102890.22450665;109846578.70548844;73776370671156.27;2204259756946280.5;20003043;"2026-03-17T23:59:59.999Z"
"2026-03-16T00:00:00.000Z";"2026-03-16T23:59:59.999Z";"2026-03-16T23:47:00.000Z";"2026-03-16T01:15:00.000Z";"2798";109333109.44699591;111634477.68808731;108004125.29415463;111573707.71888329;83462365898893.33;2248783598459013.2;20002943;"2026-03-16T23:59:59.999Z"
"2026-03-15T00:00:00.000Z";"2026-03-15T23:59:59.999Z";"2026-03-15T23:07:00.000Z";"2026-03-15T01:35:00.000Z";"2798";107016356.72078796;109896063.26637416;106518554.49157916;109320715.13518819;42063878993191.48;2188227521506808.5;20002546;"2026-03-15T23:59:59.999Z"
"2026-03-14T00:00:00.000Z";"2026-03-14T23:59:59.999Z";"2026-03-14T04:51:00.000Z";"2026-03-14T06:41:00.000Z";"2798";106650319.81291404;107139987.40648006;105613563.24661364;107017782.54111966;33488827852053.83;2140699234152088.5;20002146;"2026-03-14T23:59:59.999Z"
"2026-03-13T00:00:00.000Z";"2026-03-13T23:59:59.999Z";"2026-03-13T14:34:00.000Z";"2026-03-13T00:03:00.000Z";"2798";104080430.50414573;110365530.41867445;103952985.48648377;106654661.07227643;90306069866856.83;2095622561269995.5;20001768;"2026-03-13T23:59:59.999Z"
"2026-03-12T00:00:00.000Z";"2026-03-12T23:59:59.999Z";"2026-03-12T11:46:00.000Z";"2026-03-12T05:28:00.000Z";"2798";103688589.67320424;104675618.00897224;102383614.69385137;104075132.38007729;60361180191583.27;2082400338111170;20001375;"2026-03-12T23:59:59.999Z"
"2026-03-11T00:00:00.000Z";"2026-03-11T23:59:59.999Z";"2026-03-11T17:32:00.000Z";"2026-03-11T12:10:00.000Z";"2798";103070275.79936479;105300350.92073631;101645522.21599409;103681381.08816597;66673702992636.68;2069716579532721.8;20000978;"2026-03-11T23:59:59.999Z"
"2026-03-10T00:00:00.000Z";"2026-03-10T23:59:59.999Z";"2026-03-10T15:06:00.000Z";"2026-03-10T00:00:00.000Z";"2798";100276330.21635143;105349529.00679831;100276330.21635143;103063886.13262732;79168238156703.5;2050398366063080.2;20000546;"2026-03-10T23:59:59.999Z"
"2026-03-09T00:00:00.000Z";"2026-03-09T23:59:59.999Z";"2026-03-09T19:31:00.000Z";"2026-03-09T00:26:00.000Z";"2798";97854630.54925711;101910723.12354805;97689131.9330473;100275846.82166804;73424626335440.61;2029287342168992.2;20000118;"2026-03-09T23:59:59.999Z"
"2026-03-08T00:00:00.000Z";"2026-03-08T23:59:59.999Z";"2026-03-08T10:27:00.000Z";"2026-03-08T22:25:00.000Z";"2798";99919176.912638;101263790.12191921;97364559.79221658;97854923.22551812;49304320545011.26;1959648878249115.5;19999690;"2026-03-08T23:59:59.999Z"
"2026-03-07T00:00:00.000Z";"2026-03-07T23:59:59.999Z";"2026-03-07T03:15:00.000Z";"2026-03-07T19:56:00.000Z";"2798";101202738.61626954;101764887.17034906;99121439.63239413;99919316.03547;34545916322492.27;1998310397415260.5;19999268;"2026-03-07T23:59:59.999Z"
"2026-03-06T00:00:00.000Z";"2026-03-06T23:59:59.999Z";"2026-03-06T02:27:00.000Z";"2026-03-06T17:43:00.000Z";"2798";104889604.1483478;105199402.19720094;100726355.38666078;101202450.6174761;64816608996809.94;2017558639969623.5;19998825;"2026-03-06T23:59:59.999Z"
"2026-03-05T00:00:00.000Z";"2026-03-05T23:59:59.999Z";"2026-03-05T10:56:00.000Z";"2026-03-05T17:52:00.000Z";"2798";106294998.43281206;108073351.01244567;104888082.63232593;104888082.63232593;74807018678300.64;2071044130842912.2;19998378;"2026-03-05T23:59:59.999Z"
"2026-03-04T00:00:00.000Z";"2026-03-04T23:59:59.999Z";"2026-03-04T19:22:00.000Z";"2026-03-04T03:36:00.000Z";"2798";101347482.6136072;108338133.82331258;99738974.81645043;106291962.3642809;111413194252551.47;2156711420460280.8;19997875;"2026-03-04T23:59:59.999Z"
"2026-03-03T00:00:00.000Z";"2026-03-03T23:59:59.999Z";"2026-03-03T01:13:00.000Z";"2026-03-03T14:50:00.000Z";"2798";99963160.61679494;101352403.26252216;98769515.96213123;101352403.26252216;69681301407868.25;1984638181173458;19997462;"2026-03-03T23:59:59.999Z"
"2026-03-02T00:00:00.000Z";"2026-03-02T23:59:59.999Z";"2026-03-02T16:48:00.000Z";"2026-03-02T14:05:00.000Z";"2798";94650396.57597199;102772305.46435554;94650396.57597199;99949751.20692338;81639490385377.27;1980577471663697;19997043;"2026-03-02T23:59:59.999Z"
"2026-03-01T00:00:00.000Z";"2026-03-01T23:59:59.999Z";"2026-03-01T02:05:00.000Z";"2026-03-01T22:50:00.000Z";"2798";96475075.25645335;98154460.87071061;93703875.4374942;94656180.52173871;58647577748727.96;1892558803124528;19996621;"2026-03-01T23:59:59.999Z"
"2026-02-28T00:00:00.000Z";"2026-02-28T23:59:59.999Z";"2026-02-28T22:38:00.000Z";"2026-02-28T06:59:00.000Z";"2798";94865655.8497276;97495374.67300911;90796980.5808582;96460641.13484891;60539755842157.055;1929399784846740.2;19996168;"2026-02-28T23:59:59.999Z"
"2026-02-27T00:00:00.000Z";"2026-02-27T23:59:59.999Z";"2026-02-27T04:18:00.000Z";"2026-02-27T22:36:00.000Z";"2798";96693520.26366833;97833277.65808128;93522292.91988514;94869784.98119001;57743398100684.6;1888239091538990.5;19995718;"2026-02-27T23:59:59.999Z"
"2026-02-26T00:00:00.000Z";"2026-02-26T23:59:59.999Z";"2026-02-26T04:42:00.000Z";"2026-02-26T16:59:00.000Z";"2798";97034772.94320042;98401419.92243081;95354606.85916911;96689583.05101748;61384695852068.64;1926006917421106.2;19995262;"2026-02-26T23:59:59.999Z"
"2026-02-25T00:00:00.000Z";"2026-02-25T23:59:59.999Z";"2026-02-25T21:38:00.000Z";"2026-02-25T00:16:00.000Z";"2798";92336319.60805666;99762035.10961345;92176163.35967585;97042279.48000863;77279938862429.47;1957958458316347.2;19994831;"2026-02-25T23:59:59.999Z"
"2026-02-24T00:00:00.000Z";"2026-02-24T23:59:59.999Z";"2026-02-24T00:22:00.000Z";"2026-02-24T13:34:00.000Z";"2798";93253171.29449622;93910472.90371343;90351922.36109121;92338493.10114083;58953334202085.81;1849003305826629.5;19994331;"2026-02-24T23:59:59.999Z"
"2026-02-23T00:00:00.000Z";"2026-02-23T23:59:59.999Z";"2026-02-23T00:00:00.000Z";"2026-02-23T20:18:00.000Z";"2798";97829100.57671146;97829100.57671146;92299129.14692171;93254873.58112578;73664055856766.56;1867748382334030;19993840;"2026-02-23T23:59:59.999Z"
"2026-02-22T00:00:00.000Z";"2026-02-22T23:59:59.999Z";"2026-02-22T11:18:00.000Z";"2026-02-22T17:38:00.000Z";"2798";98274961.32037646;98616621.56223711;97099654.15554999;97816035.51100716;25860543454143.1;1955299687238726.5;19993359;"2026-02-22T23:59:59.999Z"
"2026-02-21T00:00:00.000Z";"2026-02-21T23:59:59.999Z";"2026-02-21T15:44:00.000Z";"2026-02-21T03:43:00.000Z";"2798";98287216.27006762;99292078.08621952;97611958.77603021;98282100.62889662;26534034768829.094;1965001073680397.5;19992856;"2026-02-21T23:59:59.999Z"
"2026-02-20T00:00:00.000Z";"2026-02-20T23:59:59.999Z";"2026-02-20T10:09:00.000Z";"2026-02-20T13:42:00.000Z";"2798";97006287.73510362;98887643.21795505;96390172.21950074;98294694.96839072;68827059289549.14;1969568041507834;19992487;"2026-02-20T23:59:59.999Z"
"2026-02-19T00:00:00.000Z";"2026-02-19T23:59:59.999Z";"2026-02-19T07:39:00.000Z";"2026-02-19T14:37:00.000Z";"2798";95730010.96985695;97337549.68023396;95264122.68989259;97004764.1841065;45386460004528.5;1929195552366965;19992062;"2026-02-19T23:59:59.999Z"
"2026-02-18T00:00:00.000Z";"2026-02-18T23:59:59.999Z";"2026-02-18T08:27:00.000Z";"2026-02-18T19:40:00.000Z";"2798";97246354.65233351;98876698.37883179;95591794.67127053;95729576.00522701;47686983362693.48;1913499138655251.2;19991528;"2026-02-18T23:59:59.999Z"
"2026-02-17T00:00:00.000Z";"2026-02-17T23:59:59.999Z";"2026-02-17T02:14:00.000Z";"2026-02-17T15:34:00.000Z";"2798";99217818.3588776;99964172.85339592;96536203.94691356;97256950.56877618;50250814230139.13;1944426918353215;19991050;"2026-02-17T23:59:59.999Z"
"2026-02-16T00:00:00.000Z";"2026-02-16T23:59:59.999Z";"2026-02-16T13:04:00.000Z";"2026-02-16T15:43:00.000Z";"2798";99108199.94374841;101008834.67863278;97151350.52845696;99298759.35010807;48440210155766.02;1982974883107347.8;19990543;"2026-02-16T23:59:59.999Z"
"2026-02-15T00:00:00.000Z";"2026-02-15T23:59:59.999Z";"2026-02-15T08:08:00.000Z";"2026-02-15T19:07:00.000Z";"2798";100521531.8517095;102213587.51139925;98054195.65016508;99116543.42916964;57909824351514.6;1981126289175090;19990012;"2026-02-15T23:59:59.999Z"
"2026-02-14T00:00:00.000Z";"2026-02-14T23:59:59.999Z";"2026-02-14T12:01:00.000Z";"2026-02-14T06:12:00.000Z";"2798";99202947.64517757;101542913.96847051;98975999.93639664;100525377.88988541;51883421410957.414;2009155221280376.5;19989393;"2026-02-14T23:59:59.999Z"
"2026-02-13T00:00:00.000Z";"2026-02-13T23:59:59.999Z";"2026-02-13T16:34:00.000Z";"2026-02-13T00:52:00.000Z";"2798";95473043.42838949;100118088.30219781;95014869.15148124;99204182.2884308;58859459973552.78;1984592241960324;19988871;"2026-02-13T23:59:59.999Z"
"2026-02-12T00:00:00.000Z";"2026-02-12T23:59:59.999Z";"2026-02-12T14:01:00.000Z";"2026-02-12T18:33:00.000Z";"2798";96823144.93405557;98129760.72179312;93834322.42430122;95485250.86069271;64533746797662.8;1912838770266376.2;19988381;"2026-02-12T23:59:59.999Z"
"2026-02-11T00:00:00.000Z";"2026-02-11T23:59:59.999Z";"2026-02-11T01:03:00.000Z";"2026-02-11T15:15:00.000Z";"2798";100183497.94175673;100774492.66994935;95399845.87683025;96822825.63225462;72338633400798.06;1950066667232490.8;19987853;"2026-02-11T23:59:59.999Z"
"2026-02-10T00:00:00.000Z";"2026-02-10T23:59:59.999Z";"2026-02-10T01:40:00.000Z";"2026-02-10T14:48:00.000Z";"2798";102368323.71176039;102799839.57776748;99012322.0136763;100186552.84165977;59247199282812.055;2006820881479354.5;19987365;"2026-02-10T23:59:59.999Z"
"2026-02-09T00:00:00.000Z";"2026-02-09T23:59:59.999Z";"2026-02-09T03:57:00.000Z";"2026-02-09T14:14:00.000Z";"2798";102821108.34227999;104684264.81557356;99770030.12171704;102344084.68530832;76236244181468.02;2051976628278556.5;19986909;"2026-02-09T23:59:59.999Z"
"2026-02-08T00:00:00.000Z";"2026-02-08T23:59:59.999Z";"2026-02-08T23:08:00.000Z";"2026-02-08T00:44:00.000Z";"2798";101417522.57011132;105695363.910757;100786878.36945625;102852424.56707072;58144657569858.71;2055045368073224.8;19986400;"2026-02-08T23:59:59.999Z"
